INSTNM,CITY,STATE,LAT,LON,X,Y
ITT Technical Institute-Durham,Durham,NC,35.91832,-78.843481,-78.84348368,35.9183271
ITT Technical Institute-Hanover,Hanover,MD,39.171591,-76.72722,-76.72722222,39.17159885
University of Phoenix-Mississippi,Flowood,MS,32.334319,-90.093047,-90.09305273,32.33432492
Independence University,Salt Lake City,UT,41.232785,-112.011508,-112.0115198,41.23279108
National American University-Tulsa,Tulsa,OK,36.0469,-95.905061,-95.90506852,36.04690638
National American University-Centennial,Centennial,CO,39.56707,-104.960121,-104.9601311,39.5670764
National American University-Lee's Summit,Lee's Summit,MO,38.919788,-94.402645,-94.40265237,38.91979496
National American University-Colorado Springs South,Colorado Springs,CO,38.8475,-104.722011,-104.7220209,38.84750631
Globe University-Appleton,Grand Chute,WI,44.263005,-88.483003,-88.48300926,44.2630132
Salter College-Chicopee,Chicopee,MA,42.16137,-72.527413,-72.52741406,42.16137859
Chamberlain College of Nursing-Missouri,St. Louis,MO,38.70204,-90.436221,-90.43622726,38.70204714
Chamberlain College of Nursing-Texas,Houston,TX,29.838386,-95.560414,-95.56042106,29.83839121
ITT Technical Institute-Oakland,Oakland,CA,37.804013,-122.273956,-122.2739692,37.80401796
Carrington College-Pomona,Pomona,CA,34.06302,-117.803875,-117.8038871,34.06302488
Everest College-Atlanta West,Atlanta,GA,33.69045,-84.489611,-84.48961523,33.69045642
Broadview University-Boise,Meridian,ID,43.58943,-116.360151,-116.360164,43.58943594
Paul Mitchell the School-Columbia,Columbia,SC,33.998,-81.040121,-81.04012424,33.99800661
Paul Mitchell the School-Charleston,North Charleston,SC,32.8746,-80.022641,-80.02264388,32.87460639
South University-Accelerated Graduate Programs,Atlanta,GA,33.936076,-84.355279,-84.3552832,33.93608248
South University-The Art Institute of Fort Worth,Fort Worth,TX,32.73479,-97.438311,-97.43831868,32.7347957
South University-Novi,Novi,MI,42.495506,-83.457358,-83.45736255,42.49551418
Northwest College-Eugene,Springfield,OR,44.078014,-123.046328,-123.0463423,44.07801934
Northwest College-Tualatin,Tualatin,OR,45.382921,-122.762374,-122.7623885,45.38292645
Harrison College-Morrisville,Morrisville,NC,35.85944,-78.840661,-78.84066367,35.85944709
National University College-Caguas,Caguas,PR,18.223533,-66.039846,-66.03984425,18.22353584
CET-Soledad,Soledad,CA,36.41456,-121.316599,-121.3166119,36.4145649
United Education Institute-UEI College San Marcos,San Marcos,CA,33.131561,-117.118524,-117.1185359,33.13156581
Houston Training Schools-Southwest,Houston,TX,29.70804,-95.507591,-95.50759804,29.70804518
United Education Institute-Anaheim,Anaheim,CA,33.851393,-117.922969,-117.9229811,33.85139785
New England Tractor Trailer Training School of Massachusetts,North Andover,MA,42.730818,-71.115989,-71.11598963,42.73082674
Heritage College-Columbus,Columbus,OH,39.982757,-82.841637,-82.84164115,39.98276476
Dewey University-Hatillo,Hatillo,PR,18.486629,-66.816368,-66.8163665,18.48663191
Dewey University-Manati,Manati,PR,18.433307,-66.487333,-66.4873314,18.4333099
Allen School-Phoenix,Phoenix,AZ,33.63024,-112.117101,-112.117112,33.63024514
Oklahoma Technical College,Tulsa,OK,36.098687,-95.905011,-95.90501852,36.09869339
Midwest Technical Institute-Moline,Moline,IL,41.48966,-90.483941,-90.48394754,41.48966762
Star Career Academy-Clifton,Clifton,NJ,40.877371,-74.142043,-74.1420445,40.87737928
Unitech Training Academy-Alexandria,Alexandria,LA,31.322522,-92.534667,-92.53467334,31.32252762
Unitech Training Academy-Lake Charles,Lake Charles,LA,30.2043,-93.193371,-93.19337746,30.20430536
Aveda Institute-Los Angeles,Los Angeles,CA,34.062797,-118.446566,-118.4465782,34.06280185
UEI College-Riverside,Riverside,CA,33.975392,-117.351755,-117.351767,33.9753969
WellSpring School of Allied Health-Lawrence,Lawrence,KS,38.965848,-95.235123,-95.2351306,38.96585492
The Art Institute of Wisconsin,Milwaukee,WI,43.03426,-87.906391,-87.90639695,43.03426803
Brown Mackie College-Birmingham,Birmingham,AL,33.46782,-86.828321,-86.82832589,33.46782628
Coast Career Institute,Colton,CA,34.054021,-117.307621,-117.307633,34.05402591
ITT Technical Institute-Phoenix West,Phoenix,AZ,33.46768,-112.264919,-112.2649301,33.46768511
ITT Technical Institute-Brooklyn Center,Brooklyn Center,MN,45.067002,-93.301816,-93.30182377,45.06701
ITT Technical Institute-Orlando,Lake Mary,FL,28.75003,-81.366621,-81.36662411,28.75003539
ITT Technical Institute-Waco,Waco,TX,31.51218,-97.139031,-97.13903854,31.51218548
ITT Technical Institute-Myrtle Beach,Myrtle Beach,SC,33.77509,-78.792551,-78.79255356,33.77509663
Azusa Pacific University College,San Dimas,CA,34.110723,-117.827484,-117.8274961,34.11072789
Minneapolis Media Institute,Edina,MN,44.866035,-93.331452,-93.33145975,44.86604297
CollegeAmerica-Phoenix,Phoenix,AZ,33.57415,-112.119891,-112.119902,33.57415513
Stevens-Henager College,Idaho Falls,ID,43.48346,-112.05156,-112.0515722,43.48346631
All-State Career School-Allied Health Campus,Essington,PA,39.866163,-75.302151,-75.30215281,39.86617104
Aveda Institute-Des Moines,West Des Moines,IA,41.562675,-93.802586,-93.80259348,41.56268244
Fortis Institute-Lawrenceville,Lawrenceville,NJ,40.260811,-74.719102,-74.71910365,40.26081914
Relay Graduate School of Education,New York,NY,40.740511,-73.993407,-73.99340845,40.74051926
Brown Mackie College-Oklahoma City,Oklahoma City,OK,35.5599,-97.639761,-97.63976893,35.5599062
Miller-Motte Technical College-Macon,Macon,GA,32.89776,-83.686921,-83.68692496,32.89776628
Miller-Motte Technical College-Gulfport,Gulfport,MS,30.460138,-89.102104,-89.10210937,30.46014356
South UniversitynSavannah Online,Savannah,GA,31.9995,-81.105431,-81.10543416,31.99950616
Fortis College-Montgomery,Montgomery,AL,32.385245,-86.201216,-86.20122065,32.38525107
Rio Grande Bible Institute,Edinburg,TX,26.259584,-98.172194,-98.17220158,26.25958839
Miller-Motte Technical College-Roanoke,Roanoke,VA,37.231272,-79.9779,-79.9779031,37.23127933
Whitworth University-Adult Degree Programs,Spokane,WA,47.751642,-117.411568,-117.4115821,47.75164816
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,Santa Barbara,CA,34.424542,-119.70516,-119.7051725,34.42454681
The University of America,Murrieta,CA,33.5605,-117.133901,-117.133913,33.56050486
American Broadcasting School-Online Program,Oklahoma City,OK,35.435629,-97.436428,-97.43643587,35.43563519
Springfield College-School of Professional and Continuing Studies,Springfield,MA,42.1022,-72.556647,-72.55664806,42.10220858
Marian Health Careers Center-Van Nuys Campus,Van Nuys,CA,34.177483,-118.465561,-118.4655732,34.17748786
Sanford-Brown College-Brooklyn Center,Brooklyn Center,MN,45.06477,-93.305481,-93.30548877,45.064778
Milan Institute-Las Vegas,Las Vegas,NV,36.16159,-115.170333,-115.1703448,36.16159528
Virginia College-Savannah,Savannah,GA,31.98407,-81.172451,-81.17245418,31.98407616
Virginia College-Columbus,Columbus,GA,32.52406,-84.963891,-84.96389531,32.52406615
Catholic Distance University,Charles Town,WV,39.28763,-77.860321,-77.86032358,39.28763783
Finger Lakes Health College of Nursing,Geneva,NY,42.876429,-76.987844,-76.98784655,42.87643755
ASI Career Institute,Turnersville,NJ,39.756604,-75.045442,-75.04544372,39.75661203
Midwest Technical Institute-Ridgeland,Ridgeland,MS,32.402516,-90.178196,-90.17820176,32.40252193
City College-Hollywood,Hollywood,FL,26.02521,-80.219891,-80.21989369,26.02521475
Paul Mitchell the School-Arlington,Arlington,TX,32.68074,-97.107071,-97.1070786,32.68074571
Rocky Mountain University of Health Professions,Provo,UT,40.211724,-111.656188,-111.6561996,40.21172999
MediaTech Institute-Oceanside,Oceanside,CA,33.183048,-117.370745,-117.370757,33.18305281
Christie's Education,New York,NY,40.758871,-73.980819,-73.98082044,40.75887927
Prince Institute-Great Lakes,Elmhurst,IL,42.043676,-88.046187,-88.04619289,42.04368386
Paul Mitchell the School-Fort Myers,Fort Myers,FL,26.49552,-81.792701,-81.79270417,26.49552483
Paul Mitchell the School-Raleigh,Raleigh,NC,35.88234,-78.739861,-78.73986364,35.8823471
Bryan University,Columbia,MO,38.91579,-92.292601,-92.2926078,38.91579708
Virginia College-Tulsa,Tulsa,OK,36.08861,-95.975941,-95.97594854,36.08861638
Criswell College,Dallas,TX,32.79369,-96.778071,-96.77807852,32.79369574
Virginia College-Knoxville,Knoxville,TN,36.02998,-83.930681,-83.9306852,36.02998693
Beverly Hills Design Institute,Beverly Hills,CA,34.06463,-118.375621,-118.3756332,34.06463485
Global Institute,Caguas,PR,18.227732,-66.028031,-66.02802925,18.22773484
Preferred College of Nursing-Van Nuys,Van Nuys,CA,34.189884,-118.449173,-118.4491852,34.18988886
Bryant & Stratton College-Akron,Copley,OH,41.1282,-81.655095,-81.65509888,41.12820802
Annenberg School of Nursing,Reseda,CA,34.200825,-118.553851,-118.5538633,34.20082986
American Medical Academy,Miami,FL,25.66273,-80.393361,-80.39336374,25.66273465
Tooele Applied Technology College,Tooele,UT,40.527752,-112.325714,-112.3257258,40.52775798
Chamberlain College of Nursing-Georgia,Atlanta,GA,33.9117,-84.350721,-84.3507252,33.91170647
Chamberlain College of Nursing-Indiana,Indianapolis,IN,39.91916,-86.111061,-86.11106612,39.91916759
Carrington College-Mesquite,Mesquite,TX,32.81583,-96.626131,-96.62613848,32.81583575
Universidad Internacional Iberoamericana,Arecibo,PR,18.436687,-66.665635,-66.66563345,18.4366899
Sessions College for Professional Design,Tempe,AZ,33.4269,-111.940931,-111.940942,33.42690512
Virginia College-Shreveport,Bossier City,LA,32.52577,-93.706411,-93.70641771,32.52577582
Ross Medical Education Center-Morgantown,Morgantown,WV,39.652359,-79.943611,-79.94361424,39.65236682
Paul Mitchell the School-Ogden,Ogden,UT,41.225229,-111.974233,-111.9742448,41.22523508
Career Point College,Austin,TX,30.35301,-97.688834,-97.68884162,30.35301523
Miami Ad School-New York,Astoria,NY,40.755046,-73.925071,-73.92507243,40.75505427
WestMed College,San Jose,CA,37.3175,-121.947677,-121.9476901,37.31750494
Futura Career Institute,Hialeah,FL,25.863128,-80.306991,-80.30699372,25.86313271
Access Careers,Brooklyn,NY,40.689418,-73.98384,-73.98384144,40.68942625
Vantage College,El Paso,TX,31.752018,-106.302872,-106.3028817,31.75202314
College of International Esthetics Inc,Arvada,CO,39.79046,-105.075931,-105.0759411,39.79046642
Medical Allied Career Center,Santa Fe Springs,CA,33.91871,-118.062402,-118.0624141,33.91871485
Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,39.379528,-76.674414,-76.67441621,39.3795359
Athena Career Academy,Toledo,OH,41.614633,-83.665339,-83.66534354,41.61464102
Yeshiva Gedolah Zichron Leyma,Union,NJ,40.6992,-74.268351,-74.26835253,40.69920824
Be'er Yaakov Talmudic Seminary,Spring Valley,NY,41.13905,-74.028425,-74.02842648,41.13905834
RGV Careers,Pharr,TX,26.20742,-98.198661,-98.19866858,26.20742438
Alexander Academy,Fitchburg,MA,42.587705,-71.769406,-71.76940684,42.58771369
Aveda Institute-Tucson,Tucson,AZ,32.23279,-110.957181,-110.9571917,32.232795
Unitek College,South San Francisco,CA,37.65642,-122.455603,-122.4556162,37.65642493
Florida Institute of Recording Sound and Technology,Orlando,FL,28.57897,-81.411511,-81.41151412,28.57897535
Paul Mitchell the School-Reno,Reno,NV,39.509232,-119.803848,-119.803861,39.50923729
Austin Kade Academy,Idaho Falls,ID,43.482859,-112.001128,-112.0011402,43.48286532
Aesthetic Science Institute,Latham,NY,42.761904,-73.794885,-73.79488651,42.76191265
Elaine Sterling Institute,Sandy Springs,GA,33.88693,-84.382231,-84.38223521,33.88693646
SAE Institute of Technology-Los Angeles,Los Angeles,CA,34.0904,-118.336861,-118.3368732,34.09040485
Florida Vocational Institute,Miami,FL,25.773542,-80.321789,-80.32179172,25.77354668
SAE Institute of Technology-Atlanta,Atlanta,GA,33.75993,-84.38696,-84.3869642,33.75993644
Academy di Firenze,Jerome,ID,42.723871,-114.519826,-114.5198385,42.72387702
SAE Institute of Technology-Miami,North Miami Beach,FL,25.92387,-80.155391,-80.15539367,25.92387472
Colorado State University-Global Campus,Greenwood Village,CO,39.60942,-104.898261,-104.8982711,39.60942641
Paul Mitchell the School-Overland Park,Overland Park,KS,38.95593,-94.688051,-94.68805845,38.95593695
West Coast University-Dallas,Dallas,TX,32.82734,-96.873971,-96.87397855,32.82734574
Stevens-Henager College,St. George,UT,37.095406,-113.557643,-113.5576546,37.09541149
National American University-Bellevue,Bellevue,NE,41.141522,-95.967384,-95.96739202,41.14152923
National American University-Burnsville,Burnsville,MN,44.773371,-93.28605,-93.28605773,44.77337896
National American University-Mesquite,Mesquite,TX,32.80385,-96.625431,-96.62543848,32.80385575
California College San Diego,San Marcos,CA,33.138303,-117.160658,-117.1606699,33.13830781
Bellus Academy,Manhattan,KS,39.191749,-96.60827,-96.60827798,39.19175588
Cortiva Institute-Seattle,Federal Way,WA,47.321132,-122.307448,-122.3074628,47.3211376
MotoRing Technical Training Institute,East Providence,RI,41.81866,-71.384761,-71.38476167,41.81866856
Columbia College,Centreville,VA,38.838042,-77.434496,-77.43449841,38.83804976
Unitek College,Hayward,CA,37.661039,-122.116059,-122.1160722,37.66104396
ITT Technical Institute-Philadelphia,Philadelphia,PA,39.94885,-75.151991,-75.15199277,39.94885807
ITT Technical Institute-Marlton,Marlton,NJ,39.909883,-74.93958,-74.9395817,39.90989107
ITT Technical Institute-Southfield,Troy,MI,42.483764,-83.259807,-83.25981149,42.48377219
ITT Technical Institute-West Palm Beach,West Palm Beach,FL,26.70219,-80.085981,-80.08598367,26.70219492
ITT Technical Institute-Salem,Salem,OR,44.885454,-123.034042,-123.0340564,44.88545939
ITT Technical Institute-Indianapolis East,Indianapolis,IN,39.80375,-86.044431,-86.04443609,39.80375757
ITT Technical Institute-Douglasville,Douglasville,GA,33.717067,-84.771961,-84.77196531,33.71707341
ITT Technical Institute-Overland Park,Overland Park,KS,38.91518,-94.674311,-94.67431844,38.91518695
ITT Technical Institute-Springfield,Springfield,IL,39.76727,-89.703621,-89.70362715,39.76727737
ITT Technical Institute-West Chester,Norwood,OH,39.372206,-84.3888,-84.38880457,39.37221357
Pennsylvania State University-World Campus,University Park,PA,40.832783,-77.841594,-77.84159667,40.83279113
Medical Career Institute,Ocean,NJ,40.263786,-74.046322,-74.04632343,40.26379417
Montage Academy,Longmont,CO,40.1531,-105.104971,-105.1049812,40.15310647
Brand College,Glendale,CA,34.15799,-118.265551,-118.2655632,34.15799487
Advanced Career Institute,Visalia,CA,36.344669,-119.38533,-119.3853426,36.34467403
Digital Film Academy,New York,NY,40.760073,-73.991082,-73.99108345,40.76008127
MyComputerCareer.com-Raleigh,Raleigh,NC,35.76842,-78.726511,-78.72651364,35.76842707
Kaplan University-Augusta Campus,Augusta,ME,44.340912,-69.789786,-69.78978629,44.34092108
South University-Austin,Austin,TX,30.479474,-97.689972,-97.68997962,30.47947926
South University-Cleveland,Cleveland,OH,41.43124,-81.496351,-81.49635486,41.43124809
Bryant & Stratton College-Online,Orchard Park,NY,42.790162,-78.768899,-78.76890212,42.79017046
Virginia College-Florence,Florence,SC,34.186915,-79.825448,-79.82545088,34.18692169
Elizabethtown College School of Continuing and Professional Studies,Elizabethtown,PA,40.149236,-76.593224,-76.59322623,40.14924405
Fortis College-Cutler Bay,Cutler Bay,FL,25.58558,-80.363781,-80.36378373,25.58558463
Mercyhurst University-North East Campus,North East,PA,42.219677,-79.835745,-79.83574841,42.21968531
Warner Pacific College Adult Degree Program,Portland,OR,45.503764,-122.56253,-122.5625445,45.50376948
Platt College-Riverside,Riverside,CA,33.932923,-117.298365,-117.298377,33.9329279
Savannah Law School,Savannah,GA,32.06917,-81.093941,-81.09394416,32.06917618
Everest College-Woodbridge,Woodbridge,VA,38.634767,-77.29596,-77.29596236,38.63477472
Everest College-Kansas City,Kansas City,MO,38.96357,-94.607151,-94.60715843,38.96357696
United Education Institute-UEI College Stockton,Stockton,CA,37.99756,-121.308461,-121.3084741,37.99756504
American National University-Canton,Canton,OH,40.84992,-81.434131,-81.43413479,40.84992798
Shiloh University,Kalona,IA,41.459135,-91.705724,-91.70573088,41.45914255
Vatterott College-Fairview Heights,Fairview Heights,IL,38.59779,-89.989371,-89.98937713,38.59779715
Ross Medical Education Center-Dayton,Dayton,OH,39.816855,-84.126037,-84.12604153,39.81686266
Ross Medical Education Center-Ontario,Ontario,OH,40.77421,-82.591867,-82.59187114,40.77421792
Ross Medical Education Center-Bowling Green,Bowling Green,KY,36.9668,-86.434201,-86.43420599,36.96680701
Florida Institute of Technology-Online,Melbourne,FL,28.065754,-80.624378,-80.62438087,28.06575925
Rasmussen College-Kansas,Topeka,KS,39.056302,-95.751719,-95.75172674,39.05630891
Columbia Institute,Silver Spring,MD,39.056035,-77.08083,-77.08083232,39.05604282
EMS Training Institute,Simi Valley,CA,34.279649,-118.798186,-118.7981983,34.27965385
School of Missionary Aviation Technology,Ionia,MI,42.941371,-85.07224,-85.07224509,42.94137918
Manthano Christian College,Westland,MI,42.33114,-83.408424,-83.40842852,42.33114816
California Miramar University,San Diego,CA,32.77942,-117.11851,-117.1185219,32.77942477
Rocky Vista University,Parker,CO,39.56304,-104.814691,-104.814701,39.56304641
