INSTNM,X,Y,CITY,STATE,INSTNM-2,Degree,Rank,LON,LAT
Loyola Marymount University,-118.4157562,33.97085484,Los Angeles,CA,NULL,NULL,NULL,-118.4157562,33.97085484
Paul Mitchell the School-Charleston,-80.02264388,32.87460639,North Charleston,SC,NULL,NULL,NULL,-80.02264388,32.87460639
Branford Hall Career Institute-North Brunswick,-74.44426657,40.46714619,North Brunswick,NJ,NULL,NULL,NULL,-74.44426657,40.46714619
Aesthetic Science Institute,-73.79488651,42.76191265,Latham,NY,NULL,NULL,NULL,-73.79488651,42.76191265
CUNY System Office,-73.97364044,40.75085326,New York,NY,NULL,NULL,NULL,-73.97364044,40.75085326
Gnomon School of Visual Effects,-118.3291182,34.09009886,Hollywood,CA,NULL,NULL,NULL,-118.3291182,34.09009886
Paul Mitchell the School-Richland,-119.2460731,46.22626586,Richland,WA,NULL,NULL,NULL,-119.2460731,46.22626586
Paul Mitchell the School-Grand Rapids,-85.59661025,42.91071514,Kentwood,MI,NULL,NULL,NULL,-85.59661025,42.91071514
Oklahoma State University-Oklahoma City,-97.58329891,35.47527819,Oklahoma City,OK,NULL,NULL,NULL,-97.58329891,35.47527819
Pacific School of Religion,-122.2633442,37.87660396,Berkeley,CA,NULL,NULL,NULL,-122.2633442,37.87660396
Madison Media Institute,-89.29374836,43.05930295,Madison,WI,NULL,NULL,NULL,-89.29374836,43.05930295
Jefferson Lewis BOCES-Practical Nursing Program,-75.97127631,43.97019479,Watertown,NY,NULL,NULL,NULL,-75.97127631,43.97019479
ITT Technical Institute-Lathrop,-121.29439,37.80942703,Lathrop,CA,NULL,NULL,NULL,-121.29439,37.80942703
Marist College,-73.93434349,41.72196345,Poughkeepsie,NY,NULL,NULL,NULL,-73.93434349,41.72196345
Montserrat College of Art,-70.87641954,42.55042472,Beverly,MA,NULL,NULL,NULL,-70.87641954,42.55042472
Rockford University,-89.0195422,42.27064684,Rockford,IL,NULL,NULL,NULL,-89.0195422,42.27064684
Remington College-Lafayette Campus,-92.02379715,30.1686864,Lafayette,LA,NULL,NULL,NULL,-92.02379715,30.1686864
Howard College,-101.4501216,32.25230344,Big Spring,TX,NULL,NULL,NULL,-101.4501216,32.25230344
Argosy University-The Art Institute of California-Orange County,-117.9163151,33.69701883,Santa Ana,CA,NULL,NULL,NULL,-117.9163151,33.69701883
Franklin Pierce University,-72.05801194,42.78014872,Rindge,NH,NULL,NULL,NULL,-72.05801194,42.78014872
Paul Mitchell the School-Roanoke,-79.96885709,37.23765034,Roanoke,VA,NULL,NULL,NULL,-79.96885709,37.23765034
Susquehanna University,-76.87521237,40.79774817,Selinsgrove,PA,NULL,NULL,NULL,-76.87521237,40.79774817
New College of Florida,-82.55858341,27.38493003,Sarasota,FL,NULL,NULL,NULL,-82.55858341,27.38493003
University of Tulsa,-95.94518254,36.1518934,Tulsa,OK,NULL,NULL,NULL,-95.94518254,36.1518934
Orion Institute,-83.59872651,41.55615401,Perrysburg,OH,NULL,NULL,NULL,-83.59872651,41.55615401
University of Hawaii at Manoa,-157.8189934,21.29860142,Honolulu,HI,NULL,NULL,NULL,-157.8189934,21.29860142
Canadian Valley Technology Center,-97.88197498,35.50921418,El Reno,OK,NULL,NULL,NULL,-97.88197498,35.50921418
Kent State University at Ashtabula,-80.83090369,41.8888632,Ashtabula,OH,NULL,NULL,NULL,-80.83090369,41.8888632
Wright State University-Lake Campus,-84.5093877,40.54753578,Celina,OH,NULL,NULL,NULL,-84.5093877,40.54753578
Cumberland County College,-75.05468671,39.43842497,Vineland,NJ,NULL,NULL,NULL,-75.05468671,39.43842497
Joe Kubert School of Cartoon and Graphic Art,-74.55255263,40.88739427,Dover,NJ,NULL,NULL,NULL,-74.55255263,40.88739427
Trocaire College,-78.81240113,42.84670147,Buffalo,NY,NULL,NULL,NULL,-78.81240113,42.84670147
ECPI University - College of Nursing - Orlando,-81.35368411,28.7773854,Lake Mary,FL,NULL,NULL,NULL,-81.35368411,28.7773854
James Rumsey Technical Institute,-77.97858563,39.53280788,Martinsburg,WV,NULL,NULL,NULL,-77.97858563,39.53280788
Morrison Institute of Technology,-89.96596942,41.79710771,Morrison,IL,NULL,NULL,NULL,-89.96596942,41.79710771
King University,-82.15653571,36.58590612,Bristol,TN,NULL,NULL,NULL,-82.15653571,36.58590612
Aveda Institute-New Mexico,-106.667711,35.09184564,Albuquerque,NM,NULL,NULL,NULL,-106.667711,35.09184564
Randolph College,-79.17079286,37.43743641,Lynchburg,VA,NULL,NULL,NULL,-79.17079286,37.43743641
Clarks Summit University,-75.68547404,41.49507035,South Abington Township,PA,NULL,NULL,NULL,-75.68547404,41.49507035
Massachusetts General Hospital Dietetic Internship,-71.06893959,42.36262067,Boston,MA,NULL,NULL,NULL,-71.06893959,42.36262067
Lu Ross Academy,-119.2939644,34.27803882,Ventura,CA,NULL,NULL,NULL,-119.2939644,34.27803882
Florida College,-82.38344938,28.0349162,Temple Terrace,FL,NULL,NULL,NULL,-82.38344938,28.0349162
Athena Career Academy,-83.66534354,41.61464102,Toledo,OH,NULL,NULL,NULL,-83.66534354,41.61464102
Dixie State University,-113.5659056,37.1038805,Saint George,UT,NULL,NULL,NULL,-113.5659056,37.1038805
Broadview Entertainment Arts University,-111.8845027,40.71737503,Salt Lake City,UT,NULL,NULL,NULL,-111.8845027,40.71737503
Lake-Sumter State College,-81.79773424,28.8302424,Leesburg,FL,NULL,NULL,NULL,-81.79773424,28.8302424
Saint Mary's College of California,-122.1090442,37.84073597,Moraga,CA,NULL,NULL,NULL,-122.1090442,37.84073597
Island Drafting and Technical Institute,-73.41712426,40.67547427,Amityville,NY,NULL,NULL,NULL,-73.41712426,40.67547427
Bard College at Simon's Rock,-73.38000934,42.20924957,Great Barrington,MA,NULL,NULL,NULL,-73.38000934,42.20924957
New Jersey City University,-74.08727147,40.70994525,Jersey City,NJ,NULL,NULL,NULL,-74.08727147,40.70994525
Miami-Jacobs Career College-Columbus,-82.9969072,39.96416274,Columbus,OH,NULL,NULL,NULL,-82.9969072,39.96416274
Sam Houston State University,-95.54621209,30.71474338,Huntsville,TX,NULL,NULL,NULL,-95.54621209,30.71474338
Piedmont International University,-80.25015611,36.08796909,Winston-Salem,NC,NULL,NULL,NULL,-80.25015611,36.08796909
Piedmont International University,-80.24912411,36.08884609,Winston-Salem,NC,NULL,NULL,NULL,-80.24912411,36.08884609
Northwest Technology Center-Fairview,-98.4967152,36.26199228,Fairview,OK,NULL,NULL,NULL,-98.4967152,36.26199228
College of the Marshall Islands,171.3781174,7.102694952,Majuro,MH,NULL,NULL,NULL,171.3781174,7.102694952
Northwest College-Beaverton,-122.8057555,45.48930645,Beaverton,OR,NULL,NULL,NULL,-122.8057555,45.48930645
Fortis College-Montgomery,-86.20122065,32.38525107,Montgomery,AL,NULL,NULL,NULL,-86.20122065,32.38525107
Fortis College-Montgomery,-86.25188667,32.38369207,Montgomery,AL,NULL,NULL,NULL,-86.25188667,32.38369207
The University of Texas System Office,-97.74382063,30.26865622,Austin,TX,NULL,NULL,NULL,-97.74382063,30.26865622
Aveda Institute-Tucson,-110.9571917,32.232795,Tucson,AZ,NULL,NULL,NULL,-110.9571917,32.232795
EDIC College,-66.02530925,18.24259085,Caguas,PR,NULL,NULL,NULL,-66.02530925,18.24259085
Argosy University-Denver,-104.9016011,39.65617641,Denver,CO,NULL,NULL,NULL,-104.9016011,39.65617641
Oregon College of Oriental Medicine,-122.6711135,45.52412647,Portland,OR,NULL,NULL,NULL,-122.6711135,45.52412647
Kaskaskia College,-89.1917289,38.56229918,Centralia,IL,NULL,NULL,NULL,-89.1917289,38.56229918
Arizona Automotive Institute,-112.157355,33.53725412,Glendale,AZ,NULL,NULL,NULL,-112.157355,33.53725412
International Baptist College and Seminary,-111.87964,33.2737931,Chandler,AZ,NULL,NULL,NULL,-111.87964,33.2737931
Morgan State University,-76.58424018,39.34424289,Baltimore,MD,NULL,NULL,NULL,-76.58424018,39.34424289
Sumner College,-122.7475185,45.41039945,Portland,OR,NULL,NULL,NULL,-122.7475185,45.41039945
Houston International College Cardiotech Ultrasound School,-95.59291606,29.67520817,Houston,TX,NULL,NULL,NULL,-95.59291606,29.67520817
Institute of Technology,-122.9666694,44.9699524,Salem,OR,NULL,NULL,NULL,-122.9666694,44.9699524
Institute of Technology,-119.7232617,36.83679505,Clovis,CA,NULL,NULL,NULL,-119.7232617,36.83679505
Saint Michael's College,-73.16707043,44.49456699,Colchester,VT,NULL,NULL,NULL,-73.16707043,44.49456699
Bowdoin College,-69.96394232,43.907143,Brunswick,ME,NULL,NULL,NULL,-69.96394232,43.907143
Neighborhood Playhouse School of the Theater,-73.96533344,40.75662127,New York City,NY,NULL,NULL,NULL,-73.96533344,40.75662127
Avi Career Training,-77.29682538,38.97430279,Great Falls,VA,NULL,NULL,NULL,-77.29682538,38.97430279
Paris II Educational Center,-94.57614645,39.21844,Gladstone,MO,NULL,NULL,NULL,-94.57614645,39.21844
Ross Medical Education Center-Granger,-86.1742823,41.71784291,Granger,IN,NULL,NULL,NULL,-86.1742823,41.71784291
Chisholm Trail Technology Center,-98.20184809,35.84221623,Omega,OK,NULL,NULL,NULL,-98.20184809,35.84221623
McNeese State University,-93.21565446,30.18076736,Lake Charles,LA,NULL,NULL,NULL,-93.21565446,30.18076736
Coleman University,-117.1365049,32.82196678,San Diego,CA,NULL,NULL,NULL,-117.1365049,32.82196678
Eastern School of Acupuncture and Traditional Medicine,-74.19716151,40.79361827,Bloomfield,NJ,NULL,NULL,NULL,-74.19716151,40.79361827
Ferris State University,-85.48351429,43.68747228,Big Rapids,MI,NULL,NULL,NULL,-85.48351429,43.68747228
Alma College,-84.67007801,43.37924427,Alma,MI,NULL,NULL,NULL,-84.67007801,43.37924427
Bristol Technical Education Center,-72.99010218,41.69004848,Bristol,CT,NULL,NULL,NULL,-72.99010218,41.69004848
Tri-Rivers Career Center,-83.06982827,40.58308486,Marion,OH,NULL,NULL,NULL,-83.06982827,40.58308486
Du Bois Business College-Oil City,-79.7034943,41.42436617,Oil City,PA,NULL,NULL,NULL,-79.7034943,41.42436617
Northeast Technology Center-System Office,-95.33255139,36.23212144,Pryor,OK,NULL,NULL,NULL,-95.33255139,36.23212144
Paul Mitchell the School-Webster,-95.12650393,29.52772816,Webster,TX,NULL,NULL,NULL,-95.12650393,29.52772816
City College of San Francisco,-122.4511682,37.72595794,San Francisco,CA,NULL,NULL,NULL,-122.4511682,37.72595794
SUNY College of Technology at Delhi,-74.92461384,42.26986752,Delhi,NY,NULL,NULL,NULL,-74.92461384,42.26986752
Ross Medical Education Center-Taylor,-83.25031146,42.19494114,Taylor,MI,NULL,NULL,NULL,-83.25031146,42.19494114
Rend Lake College,-88.91828879,38.13148812,Ina,IL,NULL,NULL,NULL,-88.91828879,38.13148812
California State University-Dominguez Hills,-118.2593282,33.86524483,Carson,CA,NULL,NULL,NULL,-118.2593282,33.86524483
Berkeley College-New York,-73.97957844,40.75405127,New York,NY,NULL,NULL,NULL,-73.97957844,40.75405127
University of Dubuque,-90.69343471,42.49726778,Dubuque,IA,NULL,NULL,NULL,-90.69343471,42.49726778
Aiken Technical College,-81.84242645,33.53363948,Graniteville,SC,NULL,NULL,NULL,-81.84242645,33.53363948
Schoolcraft College,-83.43096254,42.41928717,Livonia,MI,NULL,NULL,NULL,-83.43096254,42.41928717
Walsh University,-81.36911377,40.87330299,North Canton,OH,NULL,NULL,NULL,-81.36911377,40.87330299
Innovations Design Academy,-90.03300632,40.55855249,Canton,IL,NULL,NULL,NULL,-90.03300632,40.55855249
The John Marshall Law School,-87.62857275,41.87797385,Chicago,IL,NULL,NULL,NULL,-87.62857275,41.87797385
Wisconsin Academy a Paul Mitchell Partner Group-PMTS Lincoln,-96.64127415,40.75602413,Lincoln,NE,NULL,NULL,NULL,-96.64127415,40.75602413
Paul Mitchell the School-Las Vegas,-115.1170458,36.01673927,Las Vegas,NV,NULL,NULL,NULL,-115.1170458,36.01673927
Yeshiva Toras Chaim,-74.18214447,40.09870013,Lakewood,NJ,NULL,NULL,NULL,-74.18214447,40.09870013
Paul Mitchell the School-Delaware,-75.68023291,39.62274798,Newark,DE,NULL,NULL,NULL,-75.68023291,39.62274798
Manhattan School of Computer Technology,-73.96714943,40.63450024,"Brooklyn,",NY,NULL,NULL,NULL,-73.96714943,40.63450024
ASA College,-73.98602844,40.69241325,Brooklyn,NY,NULL,NULL,NULL,-73.98602844,40.69241325
Loma Linda University,-117.260617,34.05124591,Loma Linda,CA,NULL,NULL,NULL,-117.260617,34.05124591
Monty Tech,-71.86082887,42.56066569,Fitchburg,MA,NULL,NULL,NULL,-71.86082887,42.56066569
College of International Esthetics Inc,-105.0759411,39.79046642,Arvada,CO,NULL,NULL,NULL,-105.0759411,39.79046642
Harrison College-Indianapolis,-86.14786212,39.76687856,Indianapolis,IN,NULL,NULL,NULL,-86.14786212,39.76687856
Victor Valley College,-117.2614681,34.47223596,Victorville,CA,NULL,NULL,NULL,-117.2614681,34.47223596
Metropolitan Learning Institute,-73.8622974,40.73046726,Rego Park,NY,NULL,NULL,NULL,-73.8622974,40.73046726
St. John's College,-105.9124879,35.66697977,Santa Fe,NM,NULL,NULL,NULL,-105.9124879,35.66697977
Washington County Adult Skill Center,-81.94993266,36.71967415,Abingdon,VA,NULL,NULL,NULL,-81.94993266,36.71967415
Bainbridge State College,-84.53505311,30.8994798,Bainbridge,GA,NULL,NULL,NULL,-84.53505311,30.8994798
Monterey Peninsula College,-121.885787,36.59083088,Monterey,CA,NULL,NULL,NULL,-121.885787,36.59083088
Kentucky State University,-84.85549262,38.20106332,Frankfort,KY,NULL,NULL,NULL,-84.85549262,38.20106332
Milan Institute-Sparks,-119.758861,39.52523129,Sparks,NV,NULL,NULL,NULL,-119.758861,39.52523129
Tennessee College of Applied Technology-Newbern,-89.25718573,36.11996472,Newbern,TN,NULL,NULL,NULL,-89.25718573,36.11996472
Hult International Business School,-71.07064559,42.36997667,Cambridge,MA,NULL,NULL,NULL,-71.07064559,42.36997667
Henry Ford College,-83.23841347,42.32458516,Dearborn,MI,NULL,NULL,NULL,-83.23841347,42.32458516
Myotherapy College of Utah,-111.9013627,40.72169903,Salt Lake City,UT,NULL,NULL,NULL,-111.9013627,40.72169903
Digital Media Arts College,-80.11063367,26.39530485,Boca Raton,FL,NULL,NULL,NULL,-80.11063367,26.39530485
Portage Lakes Career Center,-81.47201181,40.94313,Uniontown,OH,NULL,NULL,NULL,-81.47201181,40.94313
Virginia College-Knoxville,-83.9306852,36.02998693,Knoxville,TN,NULL,NULL,NULL,-83.9306852,36.02998693
Riverside County Office of Education-School of Career Education,-117.294583,33.91732489,Indio,CA,NULL,NULL,NULL,-117.294583,33.91732489
Imagine-Paul Mitchell Partner School,-92.22131046,34.79131232,North Little Rock,AR,NULL,NULL,NULL,-92.22131046,34.79131232
Rider University,-74.73783466,40.27880415,Lawrenceville,NJ,NULL,NULL,NULL,-74.73783466,40.27880415
Instituto de Educacion Tecnica Ocupacional La Reine-Manati,-66.4909924,18.4295599,Manati,PR,NULL,NULL,NULL,-66.4909924,18.4295599
Hoss Lee Academy,-121.2894642,38.72173511,Roseville,CA,NULL,NULL,NULL,-121.2894642,38.72173511
Atlantic University College,-66.11171228,18.35739788,Guaynabo,PR,NULL,NULL,NULL,-66.11171228,18.35739788
Tennessee Wesleyan University,-84.59265136,35.44494578,Athens,TN,NULL,NULL,NULL,-84.59265136,35.44494578
San Joaquin Valley College - Madera,-120.0825848,36.97703704,Madera,CA,NULL,NULL,NULL,-120.0825848,36.97703704
Knox College,-90.37032245,40.94183654,Galesburg,IL,NULL,NULL,NULL,-90.37032245,40.94183654
Simpson University,-122.3330616,40.61331517,Redding,CA,NULL,NULL,NULL,-122.3330616,40.61331517
A & W Healthcare Educators,-90.0119366,30.02750543,New Orleans,LA,NULL,NULL,NULL,-90.0119366,30.02750543
The Art Institute of Virginia Beach,-76.1317389,36.84239039,Virginia Beach,VA,NULL,NULL,NULL,-76.1317389,36.84239039
Vista College - Ft. Smith,-94.37311807,35.37040633,Ft. Smith,AR,NULL,NULL,NULL,-94.37311807,35.37040633
Southeast Arkansas College,-92.02594237,34.21031522,Pine Bluff,AR,NULL,NULL,NULL,-92.02594237,34.21031522
Mount Holyoke College,-72.57362608,42.2575966,South Hadley,MA,NULL,NULL,NULL,-72.57362608,42.2575966
Catherine Hinds Institute of Esthetics,-71.13710062,42.4926907,Woburn,MA,NULL,NULL,NULL,-71.13710062,42.4926907
Neumann University,-75.44002385,39.87488404,Aston,PA,NULL,NULL,NULL,-75.44002385,39.87488404
Argosy University-Sarasota,-82.46536639,27.35139903,Sarasota,FL,NULL,NULL,NULL,-82.46536639,27.35139903
ITT Technical Institute-Cordova,-89.82150483,35.18061651,Cordova,TN,NULL,NULL,NULL,-89.82150483,35.18061651
Avila University,-94.59139442,38.91216595,Kansas City,MO,NULL,NULL,NULL,-94.59139442,38.91216595
Bene's Career Academy,-82.72846349,28.26107924,New Port Richey,FL,NULL,NULL,NULL,-82.72846349,28.26107924
Word of Life Bible Institute,-73.80923858,43.73103283,Pottersville,NY,NULL,NULL,NULL,-73.80923858,43.73103283
Lane College,-88.80683757,35.62820364,Jackson,TN,NULL,NULL,NULL,-88.80683757,35.62820364
Danville Regional Medical Center School of Health Professions,-79.40541689,36.57816222,Danville,VA,NULL,NULL,NULL,-79.40541689,36.57816222
Harris School of Business-Linwood Campus,-74.58052555,39.34806596,Linwood,NJ,NULL,NULL,NULL,-74.58052555,39.34806596
Northland College,-90.87499828,46.57899139,Ashland,WI,NULL,NULL,NULL,-90.87499828,46.57899139
Minnesota School of Business-Richfield,-93.29737375,44.86544397,Richfield,MN,NULL,NULL,NULL,-93.29737375,44.86544397
Doane University-Graduate and Professional Studies,-96.65076616,40.81554814,Lincoln,NE,NULL,NULL,NULL,-96.65076616,40.81554814
ITT Technical Institute-Wilmington,-71.15804164,42.58750871,Wilmington,MA,NULL,NULL,NULL,-71.15804164,42.58750871
International Business College-El Paso,-106.3086217,31.71627213,El Paso,TX,NULL,NULL,NULL,-106.3086217,31.71627213
International Business College-El Paso,-106.5381618,31.81416514,El Paso,TX,NULL,NULL,NULL,-106.5381618,31.81416514
Bellin College,-87.92172812,44.46828526,Green Bay,WI,NULL,NULL,NULL,-87.92172812,44.46828526
ITT Technical Institute-Knoxville,-84.08864524,35.9211269,Knoxville,TN,NULL,NULL,NULL,-84.08864524,35.9211269
Woodruff Medical Training and Testing,-84.25193517,33.84552646,Tucker,GA,NULL,NULL,NULL,-84.25193517,33.84552646
Burnett International College,-80.09148167,26.51065987,Boynton Beach,FL,NULL,NULL,NULL,-80.09148167,26.51065987
Epic Bible College,-121.3626552,38.6451571,Sacramento,CA,NULL,NULL,NULL,-121.3626552,38.6451571
Design Institute of San Diego,-117.1673859,32.88093078,San Diego,CA,NULL,NULL,NULL,-117.1673859,32.88093078
National American University-Wichita West,-97.44006906,37.70923658,Wichita,KS,NULL,NULL,NULL,-97.44006906,37.70923658
Bryant & Stratton College-Buffalo,-78.87409816,42.88648247,Buffalo,NY,NULL,NULL,NULL,-78.87409816,42.88648247
Remington College-Heathrow Campus,-81.36011411,28.7848454,Lake Mary,FL,NULL,NULL,NULL,-81.36011411,28.7848454
Community Care College,-95.90518553,36.10162139,Tulsa,OK,NULL,NULL,NULL,-95.90518553,36.10162139
St Louis College of Pharmacy,-90.26036321,38.63717214,Saint Louis,MO,NULL,NULL,NULL,-90.26036321,38.63717214
Universal Technical Institute - Dallas Fort Worth,-97.01274859,32.93806576,Irving,TX,NULL,NULL,NULL,-97.01274859,32.93806576
Universidad del Sagrado Corazon,-66.05961526,18.44116891,Santurce,PR,NULL,NULL,NULL,-66.05961526,18.44116891
Liceo de Arte y Tecnologia,-66.05641926,18.4210159,San Juan,PR,NULL,NULL,NULL,-66.05641926,18.4210159
Langston University,-97.26032486,35.94398829,Langston,OK,NULL,NULL,NULL,-97.26032486,35.94398829
California Health Sciences University,-119.7017937,36.83271505,Clovis,CA,NULL,NULL,NULL,-119.7017937,36.83271505
InterAmerican Technical Institute,-80.35131373,25.76097468,Miami,FL,NULL,NULL,NULL,-80.35131373,25.76097468
La Salle University,-75.15306277,40.03798708,Philadelphia,PA,NULL,NULL,NULL,-75.15306277,40.03798708
College of Health Care Professions-McAllen Campus,-98.23487959,26.23986038,McAllen,TX,NULL,NULL,NULL,-98.23487959,26.23986038
San Francisco Art Institute,-122.4170132,37.80357995,San Francisco,CA,NULL,NULL,NULL,-122.4170132,37.80357995
